product,url,category,price,amount,content,unit,vegan,vegetarian,nutriscore,carbs_100g,protein_100g,fat_100g
AH Pompoensoep verspakket,https://www.ah.nl/producten/product/wi399177/ah-pompoensoep-verspakket,salades-pizza-maaltijden,3.99,1200.0,Inhoud en gewicht1023 GramPortiegrootte: 250 milliliterAantal porties: 6,g,False,False,A,3.0,0.4,1.6
AH Quiche lorraine,https://www.ah.nl/producten/product/wi55960/ah-quiche-lorraine,salades-pizza-maaltijden,3.69,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,False,D,16.0,9.5,16.0
AH Bapao kipsate,https://www.ah.nl/producten/product/wi120328/ah-bapao-kipsate,salades-pizza-maaltijden,1.09,121.11111111111111,Inhoud en gewicht120 GramPortiegrootte: 120 gramAantal porties: 1,l,False,False,B,39.0,8.5,6.5
AH Erwtensoep verspakket,https://www.ah.nl/producten/product/wi166560/ah-erwtensoep-verspakket,salades-pizza-maaltijden,3.49,,Inhoud en gewicht967 GramPortiegrootte: 250 milliliterAantal porties: 6,,False,False,A,3.2,7.1,4.8
AH Verse ravioli 5 formaggio,https://www.ah.nl/producten/product/wi142435/ah-verse-ravioli-5-formaggio,salades-pizza-maaltijden,2.29,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,False,B,42.0,9.9,8.7
AH Verse tortelloni verdi ricotta e spinaci,https://www.ah.nl/producten/product/wi62699/ah-verse-tortelloni-verdi-ricotta-e-spinaci,salades-pizza-maaltijden,2.39,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,True,A,39.0,10.0,8.0
AH American pancakes naturel,https://www.ah.nl/producten/product/wi140715/ah-american-pancakes-naturel,salades-pizza-maaltijden,2.29,,Inhoud en gewicht300 GramPortiegrootte: 50 gramAantal porties: 6,,False,True,D,36.0,5.3,23.0
AH Pastasaus tomaat mascarpone,https://www.ah.nl/producten/product/wi120332/ah-pastasaus-tomaat-mascarpone,salades-pizza-maaltijden,2.29,225.0,Inhoud en gewicht225 GramPortiegrootte: 225 gramAantal porties: 1,g,False,True,C,5.8,2.4,5.5
AH Verse gnocchi,https://www.ah.nl/producten/product/wi410944/ah-verse-gnocchi,salades-pizza-maaltijden,2.69,400.0,Inhoud en gewicht400 GramPortiegrootte: 200 gramAantal porties: 2,g,False,True,B,31.0,2.3,0.3
AH Pizzadeeg,https://www.ah.nl/producten/product/wi435163/ah-pizzadeeg,salades-pizza-maaltijden,1.99,230.0,Inhoud en gewicht230 GramPortiegrootte: 230 gramAantal porties: 1,g,True,True,C,46.0,7.1,6.5
AH Salade erbij Caesar mix,https://www.ah.nl/producten/product/wi120877/ah-salade-erbij-caesar-mix,salades-pizza-maaltijden,3.79,285.0,Inhoud en gewicht285 GramPortiegrootte: 285 gramAantal porties: 1,g,False,False,B,5.2,6.4,8.2
AH Indiase curry madras verspakket,https://www.ah.nl/producten/product/wi233440/ah-indiase-curry-madras-verspakket,salades-pizza-maaltijden,5.29,950.0,Inhoud en gewicht966 GramPortiegrootte: 503 gramAantal porties: 4,g,False,False,A,15.0,5.4,3.8
AH Salade erbij italiaanse mix,https://www.ah.nl/producten/product/wi128130/ah-salade-erbij-italiaanse-mix,salades-pizza-maaltijden,3.79,250.0,Inhoud en gewicht241 GramPortiegrootte: 241 gramAantal porties: 1,g,False,True,A,5.2,5.0,8.9
Dr. Oetker Ristorante pizza mozzarella,https://www.ah.nl/producten/product/wi513999/dr-oetker-ristorante-pizza-mozzarella,salades-pizza-maaltijden,2.79,355.0,Inhoud en gewicht355 Gram,g,False,False,B,23.0,10.0,11.0
AH Focaccia mozzarella,https://www.ah.nl/producten/product/wi524337/ah-focaccia-mozzarella,salades-pizza-maaltijden,2.39,,Inhoud en gewicht300 GramPortiegrootte: 150 gramAantal porties: 2,,False,True,C,43.0,9.4,8.9
AH Lasagne all uovo,https://www.ah.nl/producten/product/wi160914/ah-lasagne-all-uovo,salades-pizza-maaltijden,2.39,250.0,Inhoud en gewicht250 GramPortiegrootte: 42 gramAantal porties: 6,g,False,False,A,53.0,10.0,3.0
AH Portugese kip piri piri verspakket,https://www.ah.nl/producten/product/wi520798/ah-portugese-kip-piri-piri-verspakket,salades-pizza-maaltijden,5.29,,Inhoud en gewicht1019 GramPortiegrootte: 514 gramAantal porties: 4,,False,False,A,14.0,5.2,3.5
AH Italiaanse lasagne verspakket,https://www.ah.nl/producten/product/wi541117/ah-italiaanse-lasagne-verspakket,salades-pizza-maaltijden,13.18,,,,False,False,,,,
Magioni Bloemkool pizzabodem,https://www.ah.nl/producten/product/wi386308/magioni-bloemkool-pizzabodem,salades-pizza-maaltijden,3.99,390.0,Inhoud en gewicht2 Stuks. 390 Gram390g (2x195g)Portiegrootte: Per pizzaAantal porties: 2,g,False,False,A,41.0,7.7,2.4
Van Gilse Poedersuiker,https://www.ah.nl/producten/product/wi187619/van-gilse-poedersuiker,salades-pizza-maaltijden,1.09,250.0,Inhoud en gewicht250 GramPortiegrootte: Per portie (1g)Aantal porties: 250,g,False,False,,99.0,0.0,0.0
Van Gilse Schenkstroop,https://www.ah.nl/producten/product/wi407552/van-gilse-schenkstroop,salades-pizza-maaltijden,1.49,600.0,Inhoud en gewicht600 GramPortiegrootte: Per portie 15gAantal porties: 40,g,False,False,,72.0,0.0,0.0
AH Krokante pizza salami,https://www.ah.nl/producten/product/wi462810/ah-krokante-pizza-salami,salades-pizza-maaltijden,2.29,,Inhoud en gewicht320 GramPortiegrootte: 320 gramAantal porties: 1,,False,False,C,26.0,11.0,12.0
AH Quiche spinazie geitenkaas,https://www.ah.nl/producten/product/wi474117/ah-quiche-spinazie-geitenkaas,salades-pizza-maaltijden,3.69,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,True,C,17.0,8.5,13.0
AH Aardappelgratin,https://www.ah.nl/producten/product/wi202678/ah-aardappelgratin,salades-pizza-maaltijden,2.09,500.0,Inhoud en gewicht500 GramPortiegrootte: 250 gramAantal porties: 2,g,False,True,C,14.0,2.0,5.0
AH Italiaanse lasagne verspakket VEGA,https://www.ah.nl/producten/product/wi541119/ah-italiaanse-lasagne-verspakket-vega,salades-pizza-maaltijden,11.3,,,,False,False,,,,
AH Kleine salade quinoa noten,https://www.ah.nl/producten/product/wi224947/ah-kleine-salade-quinoa-noten,salades-pizza-maaltijden,2.89,205.0,Inhoud en gewicht205 GramPortiegrootte: 205 gramAantal porties: 1,g,True,True,A,10.0,6.4,13.0
AH Quiche kip pesto spinazie,https://www.ah.nl/producten/product/wi465735/ah-quiche-kip-pesto-spinazie,salades-pizza-maaltijden,3.69,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,False,C,16.0,9.7,15.0
Koopmans Mix voor pannenkoeken compleet,https://www.ah.nl/producten/product/wi31284/koopmans-mix-voor-pannenkoeken-compleet,salades-pizza-maaltijden,1.39,400.0,Inhoud en gewicht400 GramPortiegrootte: ***1 portie = 1 pannenkoek à 100gAantal porties: 10,g,False,False,,29.0,4.8,2.7
Tante Fanny Vers flammkuchendeeg,https://www.ah.nl/producten/product/wi387394/tante-fanny-vers-flammkuchendeeg,salades-pizza-maaltijden,1.99,260.0,Inhoud en gewicht260 Gram,g,False,False,,47.0,7.8,3.7
AH Banaan spelt pancake 4-pack,https://www.ah.nl/producten/product/wi545806/ah-banaan-spelt-pancake-4-pack,salades-pizza-maaltijden,8.76,,,,False,False,,,,
Dr. Oetker Ristorante pizza margherita,https://www.ah.nl/producten/product/wi514005/dr-oetker-ristorante-pizza-margherita,salades-pizza-maaltijden,3.49,295.0,Inhoud en gewicht295 Gram,g,False,False,C,27.0,10.0,11.0
AH Ovenschotel prei-kerrie verspakket,https://www.ah.nl/producten/product/wi510455/ah-ovenschotel-prei-kerrie-verspakket,salades-pizza-maaltijden,5.29,,Inhoud en gewicht1341 GramPortiegrootte: 448 gramAantal porties: 4,,True,True,A,7.9,5.5,6.5
AH Pannenkoeken naturel,https://www.ah.nl/producten/product/wi130455/ah-pannenkoeken-naturel,salades-pizza-maaltijden,2.79,,Inhoud en gewicht540 GramPortiegrootte: 68 gramAantal porties: 8,,False,True,C,26.0,5.5,11.0
Dr. Oetker Ristorante pizza hawaii,https://www.ah.nl/producten/product/wi513996/dr-oetker-ristorante-pizza-hawaii,salades-pizza-maaltijden,2.79,355.0,Inhoud en gewicht355 Gram,g,False,False,B,25.0,8.7,7.6
AH Hongaarse goulash verspakket,https://www.ah.nl/producten/product/wi537160/ah-hongaarse-goulash-verspakket,salades-pizza-maaltijden,5.29,,Inhoud en gewicht780 GramPortiegrootte: 581 gramAantal porties: 4,,True,True,B,13.0,6.0,3.6
AH Verse ravioli formaggio e pomodoro,https://www.ah.nl/producten/product/wi59296/ah-verse-ravioli-formaggio-e-pomodoro,salades-pizza-maaltijden,2.29,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,True,B,43.0,9.1,6.9
AH Salade erbij witlof appel,https://www.ah.nl/producten/product/wi237426/ah-salade-erbij-witlof-appel,salades-pizza-maaltijden,3.79,335.0,Inhoud en gewicht335 GramPortiegrootte: 335 gramAantal porties: 1,g,False,True,A,8.5,1.5,7.6
AH Traybake kriel paprika verspakket,https://www.ah.nl/producten/product/wi537156/ah-traybake-kriel-paprika-verspakket,salades-pizza-maaltijden,4.99,,Inhoud en gewicht1324 GramPortiegrootte: 435 gramAantal porties: 4,,False,True,A,7.6,5.2,6.3
AH Gesneden verspakket Nasi,https://www.ah.nl/producten/product/wi495901/ah-gesneden-verspakket-nasi,salades-pizza-maaltijden,5.99,885.0,Inhoud en gewicht885 GramPortiegrootte: 568 gramAantal porties: 2.5,g,False,False,A,13.0,7.5,3.4
AH Poffertjes naturel,https://www.ah.nl/producten/product/wi169846/ah-poffertjes-naturel,salades-pizza-maaltijden,2.29,,Inhoud en gewicht415 GramPortiegrootte: 83 gramAantal porties: 5,,False,True,C,30.0,5.1,15.0
AH Kleine salade mango amandel,https://www.ah.nl/producten/product/wi492314/ah-kleine-salade-mango-amandel,salades-pizza-maaltijden,3.79,260.0,Inhoud en gewicht260 GramPortiegrootte: 260 gramAantal porties: 1,g,True,True,A,8.2,3.2,6.2
AH Verse ravioli ai funghi,https://www.ah.nl/producten/product/wi103429/ah-verse-ravioli-ai-funghi,salades-pizza-maaltijden,2.29,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,True,B,43.0,8.6,7.1
Dr. Oetker Big americans pizza Texas,https://www.ah.nl/producten/product/wi62761/dr-oetker-big-americans-pizza-texas,salades-pizza-maaltijden,4.79,435.0,Inhoud en gewicht435 GramPortiegrootte: 1 Pizza (=435 g),g,False,False,,31.0,10.0,9.5
AH Bami sate ajam,https://www.ah.nl/producten/product/wi455646/ah-bami-sate-ajam,salades-pizza-maaltijden,4.59,450.0,Inhoud en gewicht450 GramPortiegrootte: 450 gramAantal porties: 1,g,False,False,C,20.0,5.8,6.4
AH Mexicaanse burritos verspakket,https://www.ah.nl/producten/product/wi434655/ah-mexicaanse-burritos-verspakket,salades-pizza-maaltijden,5.29,,Inhoud en gewicht910 GramPortiegrootte: 380 gramAantal porties: 4,,False,False,B,15.0,7.1,7.5
AH Pannenkoekmix,https://www.ah.nl/producten/product/wi935/ah-pannenkoekmix,salades-pizza-maaltijden,0.49,400.0,Inhoud en gewicht400 Gramca. 12 pieces (ca. 89 g)Portiegrootte: 89 gramAantal porties: 12,g,False,True,B,28.0,7.9,3.3
AH Poffertjes naturel,https://www.ah.nl/producten/product/wi236874/ah-poffertjes-naturel,salades-pizza-maaltijden,1.69,,Inhoud en gewicht200 GramPortiegrootte: 100 gramAantal porties: 2,,False,True,D,29.0,5.8,18.0
AH Pizza kaas tomaat,https://www.ah.nl/producten/product/wi737/ah-pizza-kaas-tomaat,salades-pizza-maaltijden,1.09,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,True,B,29.0,9.0,13.0
AH Nasi sate ajam,https://www.ah.nl/producten/product/wi455622/ah-nasi-sate-ajam,salades-pizza-maaltijden,4.59,450.0,Inhoud en gewicht450 GramPortiegrootte: 450 gramAantal porties: 1,g,False,False,B,17.0,4.7,6.6
AH Salade erbij blauwe kaas,https://www.ah.nl/producten/product/wi365406/ah-salade-erbij-blauwe-kaas,salades-pizza-maaltijden,3.99,277.0,Inhoud en gewicht262 GramPortiegrootte: 262 gramAantal porties: 1,g,False,True,B,6.2,3.5,11.0
AH Krokante pizza margherita,https://www.ah.nl/producten/product/wi445259/ah-krokante-pizza-margherita,salades-pizza-maaltijden,2.19,,Inhoud en gewicht540 GramPortiegrootte: 270 gramAantal porties: 2,,False,True,B,30.0,9.6,8.3
Dr. Oetker Ristorante pizza salami mozzarella pesto,https://www.ah.nl/producten/product/wi514008/dr-oetker-ristorante-pizza-salami-mozzarella-pesto,salades-pizza-maaltijden,3.49,360.0,Inhoud en gewicht360 Gram,g,False,False,C,22.0,9.2,13.0
AH Quiche mediterrane groente,https://www.ah.nl/producten/product/wi132848/ah-quiche-mediterrane-groente,salades-pizza-maaltijden,3.69,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,True,C,18.0,7.2,13.0
CêlaVíta Patatas bravas,https://www.ah.nl/producten/product/wi377964/celavita-patatas-bravas,salades-pizza-maaltijden,2.99,425.0,Inhoud en gewicht425 Gram,g,False,False,,18.0,2.0,1.5
Dr. Oetker Ristorante pizza tonno,https://www.ah.nl/producten/product/wi513998/dr-oetker-ristorante-pizza-tonno,salades-pizza-maaltijden,2.79,355.0,Inhoud en gewicht355 Gram,g,False,False,B,23.0,10.0,9.7
AH Pizzabodem houtoven,https://www.ah.nl/producten/product/wi487349/ah-pizzabodem-houtoven,salades-pizza-maaltijden,3.19,500.0,Inhoud en gewicht500 GramPortiegrootte: 250 gramAantal porties: 2,g,False,True,B,36.0,5.3,6.2
Dr. Oetker Ristorante pizza quattro formaggi,https://www.ah.nl/producten/product/wi514065/dr-oetker-ristorante-pizza-quattro-formaggi,salades-pizza-maaltijden,3.35,340.0,Inhoud en gewicht340 Gram,g,False,False,C,24.0,11.0,12.0
AH Pizzadeeg 4-pack,https://www.ah.nl/producten/product/wi545805/ah-pizzadeeg-4-pack,salades-pizza-maaltijden,7.96,,,,False,False,,,,
Wagner Piccolinis mini pizza salami,https://www.ah.nl/producten/product/wi164157/wagner-piccolinis-mini-pizza-salami,salades-pizza-maaltijden,2.99,270.0,Inhoud en gewicht9 Stuks. 270 GramPortiegrootte: Per portie 3 Piccolinis (90 g),g,False,False,C,29.6,10.1,10.3
AH Verse pappardelle all'uovo,https://www.ah.nl/producten/product/wi136425/ah-verse-pappardelle-all-uovo,salades-pizza-maaltijden,2.39,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,False,A,53.0,10.0,3.0
AH Bami babi pangang,https://www.ah.nl/producten/product/wi455645/ah-bami-babi-pangang,salades-pizza-maaltijden,4.59,450.0,Inhoud en gewicht450 GramPortiegrootte: 450 gramAantal porties: 1,g,False,False,C,19.0,6.2,5.2
AH Salade erbij boeren mix,https://www.ah.nl/producten/product/wi128131/ah-salade-erbij-boeren-mix,salades-pizza-maaltijden,3.79,295.0,Inhoud en gewicht285 GramPortiegrootte: 285 gramAantal porties: 1,g,False,False,B,5.7,4.8,10.0
AH Voor in de oven kipfilet pesto,https://www.ah.nl/producten/product/wi143245/ah-voor-in-de-oven-kipfilet-pesto,salades-pizza-maaltijden,6.4,390.0,Inhoud en gewicht400 GramPortiegrootte: 100 gramAantal porties: 4,g,False,False,C,1.0,21.0,11.0
AH Quiche tomaat mozzarella volkoren bodem,https://www.ah.nl/producten/product/wi508047/ah-quiche-tomaat-mozzarella-volkoren-bodem,salades-pizza-maaltijden,3.69,300.0,Inhoud en gewicht300 GramPortiegrootte: 300 gramAantal porties: 1,g,False,True,C,15.0,9.2,15.0
AH Poffertjes naturel,https://www.ah.nl/producten/product/wi203881/ah-poffertjes-naturel,salades-pizza-maaltijden,4.19,625.3731343283582,Inhoud en gewicht625 GramPortiegrootte: 100 gramAantal porties: 6.5,g,False,True,D,29.0,5.8,18.0
AH Focaccia margherita,https://www.ah.nl/producten/product/wi524339/ah-focaccia-margherita,salades-pizza-maaltijden,2.49,,Inhoud en gewicht180 GramPortiegrootte: 180 gramAantal porties: 1,,False,True,C,35.0,10.0,8.2
AH Groentesoep verspakket,https://www.ah.nl/producten/product/wi198387/ah-groentesoep-verspakket,salades-pizza-maaltijden,3.99,,Inhoud en gewicht818 GramPortiegrootte: 250 milliliterAantal porties: 6,,False,False,B,3.6,0.8,0.3
Dr. Oetker Ristorante pizza pollo,https://www.ah.nl/producten/product/wi514004/dr-oetker-ristorante-pizza-pollo,salades-pizza-maaltijden,3.25,355.0,Inhoud en gewicht355 Gram,g,False,False,B,23.0,8.9,8.0
AH Mini worstenbroodjes,https://www.ah.nl/producten/product/wi199562/ah-mini-worstenbroodjes,salades-pizza-maaltijden,1.79,241.89189189189187,Inhoud en gewicht240 GramPortiegrootte: 20 gramAantal porties: 12,g,False,False,C,39.0,11.0,6.3
AH Salade erbij tomaat komkommer,https://www.ah.nl/producten/product/wi224709/ah-salade-erbij-tomaat-komkommer,salades-pizza-maaltijden,3.39,340.0,Inhoud en gewicht340 GramPortiegrootte: 340 gramAantal porties: 1,g,False,True,A,3.7,2.7,4.5
AH Lasagne bolognese,https://www.ah.nl/producten/product/wi386312/ah-lasagne-bolognese,salades-pizza-maaltijden,3.99,1000.0,Inhoud en gewicht1 KilogramPortiegrootte: 500 gramAantal porties: 2,g,False,False,B,12.0,7.3,8.0
Iglo Roerbaksensatie pasta kipfilet boursin,https://www.ah.nl/producten/product/wi187167/iglo-roerbaksensatie-pasta-kipfilet-boursin,salades-pizza-maaltijden,4.99,450.0,Inhoud en gewicht450 GramPortiegrootte: De waarden per portie worden verkregen door 450g diepvries product in de pan te bereiden.,g,False,False,,13.0,6.5,7.3
AH Kleine salade mozzarella,https://www.ah.nl/producten/product/wi232064/ah-kleine-salade-mozzarella,salades-pizza-maaltijden,3.89,250.0,Inhoud en gewicht250 GramPortiegrootte: 250 gramAantal porties: 1,g,False,True,A,3.2,5.7,13.0
AH Biologisch Verse tagliatelle all'uovo,https://www.ah.nl/producten/product/wi411089/ah-biologisch-verse-tagliatelle-all-uovo,salades-pizza-maaltijden,2.49,250.0,Inhoud en gewicht250 GramPortiegrootte: 125 gramAantal porties: 2,g,False,True,A,52.0,11.0,2.4
AH Pannenkoeken naturel,https://www.ah.nl/producten/product/wi198686/ah-pannenkoeken-naturel,salades-pizza-maaltijden,1.89,,Inhoud en gewicht600 GramPortiegrootte: 60 gramAantal porties: 10,,False,True,C,30.0,4.8,11.0
AH Focaccia basilicum tomaat,https://www.ah.nl/producten/product/wi524338/ah-focaccia-basilicum-tomaat,salades-pizza-maaltijden,2.39,,Inhoud en gewicht330 GramPortiegrootte: 165 gramAantal porties: 2,,False,True,C,40.0,8.3,6.5
AH Maaltijdsalade kip Caesar,https://www.ah.nl/producten/product/wi132561/ah-maaltijdsalade-kip-caesar,salades-pizza-maaltijden,4.99,450.0,Inhoud en gewicht450 GramPortiegrootte: 450 gramAantal porties: 1,g,False,False,B,7.8,6.2,6.7
AH Lasagne bolognese,https://www.ah.nl/producten/product/wi386311/ah-lasagne-bolognese,salades-pizza-maaltijden,2.29,400.0,Inhoud en gewicht400 GramPortiegrootte: 400 gramAantal porties: 1,g,False,False,B,12.0,7.3,8.0
AH Bapao rundvlees,https://www.ah.nl/producten/product/wi56597/ah-bapao-rundvlees,salades-pizza-maaltijden,0.65,240.74074074074073,Inhoud en gewicht240 GramPortiegrootte: 120 gramAantal porties: 2,g,False,False,C,40.0,7.2,6.5
AH Hollandse stamppot andijvie,https://www.ah.nl/producten/product/wi52394/ah-hollandse-stamppot-andijvie,salades-pizza-maaltijden,3.99,500.0,Inhoud en gewicht500 GramPortiegrootte: 500 gramAantal porties: 1,g,False,False,B,12.0,3.4,4.6
AH Nasi babi pangang,https://www.ah.nl/producten/product/wi455647/ah-nasi-babi-pangang,salades-pizza-maaltijden,4.59,450.0,Inhoud en gewicht450 GramPortiegrootte: 450 gramAantal porties: 1,g,False,False,B,20.0,5.3,5.3
AH Gnocchi van aardappel,https://www.ah.nl/producten/product/wi210482/ah-gnocchi-van-aardappel,salades-pizza-maaltijden,2.09,500.0,Inhoud en gewicht500 GramPortiegrootte: 125 gramAantal porties: 4,g,True,True,B,33.0,4.0,0.3
AH Gesneden verspakket poke bowl,https://www.ah.nl/producten/product/wi495903/ah-gesneden-verspakket-poke-bowl,salades-pizza-maaltijden,6.29,655.0,Inhoud en gewicht655 GramPortiegrootte: 442 gramAantal porties: 2.5,g,False,True,B,15.0,4.5,6.5
CêlaVíta Roast potatoes,https://www.ah.nl/producten/product/wi214623/celavita-roast-potatoes,salades-pizza-maaltijden,3.29,425.0,Inhoud en gewicht425 Gram,g,False,False,,17.5,2.0,2.5
AH Bapao kip,https://www.ah.nl/producten/product/wi56598/ah-bapao-kip,salades-pizza-maaltijden,0.65,240.74074074074073,Inhoud en gewicht240 GramPortiegrootte: 120 gramAantal porties: 2,g,False,False,C,40.0,6.5,5.5
AH Pastasaus napolitana,https://www.ah.nl/producten/product/wi96779/ah-pastasaus-napolitana,salades-pizza-maaltijden,2.29,225.0,Inhoud en gewicht225 GramPortiegrootte: 225 gramAantal porties: 1,g,True,True,B,6.1,1.2,2.6
AH Pastasaus pomod basil,https://www.ah.nl/producten/product/wi217090/ah-pastasaus-pomod-basil,salades-pizza-maaltijden,2.29,225.0,Inhoud en gewicht225 GramPortiegrootte: 225 gramAantal porties: 1,g,False,False,C,6.9,2.0,4.8
AH Gesneden verspakket pompoen risotto,https://www.ah.nl/producten/product/wi505383/ah-gesneden-verspakket-pompoen-risotto,salades-pizza-maaltijden,6.29,695.0,Inhoud en gewicht695 GramPortiegrootte: 486 gramAantal porties: 2.5,g,False,True,A,9.5,2.1,2.5
AH Saucijzenbroodjes,https://www.ah.nl/producten/product/wi199770/ah-saucijzenbroodjes,salades-pizza-maaltijden,1.49,,Inhoud en gewicht280 GramPortiegrootte: 70 gramAantal porties: 4,,False,False,E,25.0,10.0,23.0
AH Pannenkoeken volkoren,https://www.ah.nl/producten/product/wi434347/ah-pannenkoeken-volkoren,salades-pizza-maaltijden,2.79,360.0,Inhoud en gewicht360 GramPortiegrootte: 60 gramAantal porties: 6,g,False,True,B,20.0,6.2,14.0
AH Indonesische rendang verspakket,https://www.ah.nl/producten/product/wi510450/ah-indonesische-rendang-verspakket,salades-pizza-maaltijden,5.29,,Inhoud en gewicht1098 GramPortiegrootte: 684 gramAantal porties: 4,,True,True,A,11.0,6.2,5.6
AH Pizza margherita,https://www.ah.nl/producten/product/wi487007/ah-pizza-margherita,salades-pizza-maaltijden,4.79,310.0,Inhoud en gewicht310 GramPortiegrootte: 310 gramAantal porties: 1,g,False,True,C,26.0,9.1,8.9
